BuildingClass,StreetSize,LotArea,BuildingType,OverallCondition,YearRemodeled,LivingAreaSize,Bathroom,Bedroom,Kitchen,TotalRooms,Fireplaces,GarageCars,GarageArea,SaleCondition,SalePrice
45.0,50.0,6000.0,1Family,7.0,2004.0,904.0,1.0,2.0,1.0,4.0,0.0,1.0,180.0,Normal,119000
30.0,,,1Family,,2002.0,,1.0,2.0,1.0,4.0,1.0,1.0,352.0,Normal,90350
50.0,67.0,12354.0,1Family,8.0,2000.0,1196.0,1.0,3.0,1.0,7.0,0.0,2.0,528.0,Normal,110000
20.0,105.0,15431.0,1Family,5.0,2008.0,2402.0,2.0,2.0,1.0,10.0,2.0,3.0,672.0,Normal,555000
90.0,92.0,12108.0,Duplex,4.0,1955.0,1440.0,2.0,4.0,2.0,8.0,0.0,0.0,0.0,Normal,118000
50.0,,6240.0,1Family,7.0,1992.0,1573.0,2.0,3.0,,8.0,1.0,2.0,360.0,Normal,162900
,53.0,3922.0,Townhouse,5.0,2007.0,1258.0,2.0,2.0,1.0,6.0,1.0,3.0,648.0,Partial,172500
60.0,70.0,,1Family,5.0,1995.0,1908.0,2.0,4.0,1.0,8.0,1.0,2.0,493.0,Normal,210000
20.0,73.0,9855.0,,5.0,1956.0,1689.0,1.0,3.0,1.0,7.0,1.0,2.0,480.0,Normal,127500
20.0,137.0,16492.0,1Family,6.0,2002.0,1888.0,2.0,2.0,1.0,6.0,1.0,2.0,578.0,Normal,190000
60.0,,11214.0,1Family,5.0,1999.0,1886.0,2.0,4.0,1.0,10.0,1.0,2.0,431.0,Normal,199900
50.0,50.0,8600.0,1Family,6.0,1950.0,1376.0,2.0,3.0,1.0,7.0,1.0,1.0,198.0,Normal,119500
50.0,50.0,6000.0,1Family,7.0,2002.0,1183.0,1.0,2.0,1.0,6.0,0.0,1.0,308.0,Normal,120000
30.0,70.0,5684.0,1Family,8.0,2005.0,813.0,1.0,,1.0,5.0,,1.0,270.0,,110000
20.0,62.0,70761.0,1Family,5.0,,1533.0,2.0,2.0,1.0,5.0,2.0,2.0,576.0,Normal,280000
60.0,,9303.0,1Family,5.0,1997.0,1756.0,2.0,3.0,1.0,7.0,0.0,2.0,422.0,Normal,204000
60.0,75.0,9000.0,1Family,,2008.0,1590.0,2.0,3.0,1.0,6.0,0.0,,676.0,Normal,210000
90.0,63.0,9297.0,Duplex,5.0,1976.0,1728.0,2.0,4.0,2.0,8.0,0.0,2.0,560.0,Partial,188000
20.0,80.0,9600.0,1Family,6.0,1973.0,1242.0,1.0,3.0,1.0,6.0,1.0,2.0,528.0,Normal,175500
70.0,34.0,4571.0,1Family,5.0,1950.0,1344.0,1.0,4.0,1.0,7.0,0.0,3.0,513.0,Abnormal,98000
20.0,,53227.0,1Family,6.0,1994.0,1663.0,1.0,2.0,1.0,,,2.0,529.0,Normal,256000
70.0,,5100.0,1Family,7.0,1996.0,1666.0,1.0,3.0,1.0,7.0,1.0,1.0,228.0,Normal,161000
50.0,,7015.0,1Family,4.0,1950.0,1203.0,1.0,3.0,1.0,5.0,1.0,1.0,352.0,Normal,110000
60.0,75.0,8004.0,1Family,5.0,2009.0,1935.0,2.0,3.0,1.0,8.0,0.0,2.0,552.0,,263435
70.0,60.0,,1Family,9.0,2007.0,1135.0,1.0,3.0,1.0,6.0,0.0,2.0,576.0,Normal,155000
20.0,60.0,8281.0,1Family,5.0,1965.0,864.0,1.0,3.0,1.0,5.0,1.0,1.0,360.0,Normal,62383
70.0,74.0,11988.0,1Family,7.0,1995.0,1660.0,1.0,3.0,1.0,6.0,1.0,1.0,240.0,Normal,188700
20.0,60.0,8430.0,1Family,5.0,1978.0,1040.0,2.0,3.0,1.0,5.0,0.0,0.0,,Normal,124000
120.0,,3072.0,Townhouse,5.0,2004.0,1414.0,2.0,,1.0,6.0,1.0,2.0,398.0,Normal,178740
20.0,85.0,10628.0,1Family,5.0,1970.0,1277.0,1.0,2.0,1.0,5.0,1.0,2.0,526.0,Normal,167000
70.0,79.0,9480.0,1Family,,,1644.0,1.0,3.0,1.0,7.0,2.0,1.0,312.0,Normal,146500
20.0,98.0,11428.0,,5.0,2006.0,1634.0,2.0,3.0,1.0,7.0,1.0,3.0,866.0,Normal,250000
60.0,76.0,9291.0,1Family,,1993.0,1710.0,2.0,3.0,1.0,,0.0,2.0,506.0,Normal,187000
120.0,,6820.0,Townhouse,5.0,1985.0,1502.0,1.0,1.0,1.0,4.0,0.0,2.0,528.0,Normal,212000
60.0,,11952.0,1Family,6.0,1977.0,1969.0,2.0,3.0,1.0,8.0,1.0,2.0,,Normal,190000
180.0,35.0,,Townhouse,5.0,2005.0,1072.0,1.0,2.0,,5.0,0.0,2.0,525.0,Normal,148000
20.0,110.0,14977.0,1Family,5.0,2007.0,1976.0,2.0,2.0,1.0,7.0,1.0,,,Partial,440000
120.0,41.0,5330.0,Townhouse,5.0,2000.0,,2.0,2.0,1.0,6.0,0.0,2.0,499.0,Normal,251000
20.0,80.0,8480.0,1Family,6.0,1963.0,970.0,1.0,2.0,1.0,5.0,0.0,2.0,624.0,Normal,132500
20.0,75.0,13125.0,1Family,5.0,1998.0,,2.0,3.0,,7.0,1.0,2.0,508.0,,208900
60.0,105.0,13693.0,1Family,5.0,2006.0,2643.0,2.0,3.0,1.0,9.0,1.0,3.0,694.0,Normal,380000
20.0,79.0,10637.0,1Family,5.0,2008.0,1718.0,,3.0,1.0,,1.0,3.0,826.0,Normal,297000
30.0,50.0,5925.0,1Family,7.0,2000.0,1131.0,,2.0,1.0,7.0,0.0,2.0,672.0,Normal,89471
20.0,98.0,16033.0,1Family,5.0,2005.0,1850.0,2.0,3.0,1.0,8.0,1.0,3.0,772.0,Normal,326000
20.0,72.0,11846.0,1Family,5.0,2004.0,1792.0,2.0,2.0,1.0,6.0,,3.0,874.0,Normal,374000
70.0,50.0,2500.0,1Family,8.0,2005.0,1826.0,1.0,4.0,1.0,7.0,1.0,1.0,164.0,Normal,155000
120.0,32.0,4500.0,Townhouse,5.0,1998.0,1216.0,2.0,2.0,1.0,5.0,0.0,2.0,402.0,Normal,164000
20.0,,7758.0,1Family,7.0,2001.0,999.0,1.0,3.0,1.0,6.0,0.0,1.0,264.0,Normal,132500
20.0,80.0,9600.0,1Family,7.0,,1113.0,1.0,3.0,1.0,5.0,1.0,1.0,264.0,Normal,147000
20.0,79.0,10289.0,1Family,7.0,1965.0,1073.0,1.0,3.0,1.0,6.0,0.0,2.0,515.0,Normal,156000
20.0,70.0,12243.0,1Family,6.0,1971.0,1484.0,2.0,3.0,1.0,,1.0,2.0,487.0,Normal,175000
190.0,60.0,10800.0,2Family,4.0,1970.0,2414.0,2.0,3.0,2.0,10.0,1.0,,520.0,Normal,160000
180.0,21.0,1526.0,Townhouse,8.0,2002.0,630.0,1.0,,1.0,3.0,0.0,1.0,286.0,Normal,86000
160.0,,2665.0,Townhouse,6.0,1976.0,1304.0,1.0,3.0,1.0,4.0,1.0,1.0,336.0,Normal,115000
50.0,79.0,9490.0,1Family,7.0,1950.0,1578.0,1.0,3.0,1.0,5.0,2.0,1.0,240.0,Normal,133000
60.0,105.0,15578.0,,5.0,2006.0,1456.0,2.0,3.0,1.0,8.0,0.0,2.0,429.0,Partial,172785
20.0,70.0,,1Family,6.0,,1269.0,1.0,3.0,1.0,6.0,1.0,1.0,308.0,Normal,155000
30.0,50.0,5784.0,1Family,8.0,1996.0,886.0,1.0,2.0,1.0,4.0,0.0,,273.0,Normal,91300
30.0,60.0,,1Family,5.0,1950.0,720.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,Abnormal,34900
20.0,,12692.0,1Family,5.0,1993.0,3228.0,3.0,,1.0,10.0,1.0,2.0,546.0,Normal,430000
,60.0,9120.0,1Family,6.0,1950.0,1820.0,2.0,4.0,1.0,8.0,0.0,1.0,240.0,Normal,184000
20.0,65.0,7800.0,1Family,7.0,2004.0,899.0,1.0,3.0,,5.0,0.0,1.0,288.0,Normal,130000
20.0,70.0,7535.0,1Family,7.0,1985.0,912.0,1.0,2.0,1.0,5.0,0.0,1.0,297.0,Normal,120000
160.0,21.0,1890.0,Townhouse,5.0,1973.0,1218.0,1.0,3.0,1.0,7.0,0.0,1.0,264.0,Normal,113000
60.0,75.0,9803.0,1Family,5.0,2005.0,1768.0,,3.0,1.0,,0.0,2.0,603.0,Normal,226700
20.0,70.0,9170.0,1Family,7.0,1965.0,1214.0,1.0,2.0,1.0,6.0,0.0,2.0,461.0,Normal,140000
20.0,100.0,15602.0,1Family,8.0,1997.0,1801.0,2.0,1.0,1.0,6.0,2.0,2.0,484.0,Normal,289000
160.0,24.0,2308.0,Townhouse,5.0,1974.0,1322.0,2.0,3.0,1.0,6.0,1.0,2.0,440.0,Normal,147000
90.0,60.0,7596.0,Duplex,5.0,1952.0,,2.0,4.0,2.0,10.0,0.0,2.0,400.0,Normal,124500
60.0,,9554.0,1Family,5.0,1994.0,1911.0,2.0,3.0,1.0,8.0,1.0,2.0,471.0,Normal,215000
20.0,75.0,7862.0,1Family,5.0,2009.0,1218.0,2.0,2.0,,4.0,,2.0,676.0,Partial,208300
70.0,60.0,9600.0,1Family,9.0,2005.0,1378.0,2.0,3.0,1.0,7.0,1.0,2.0,360.0,Normal,161000
20.0,80.0,9600.0,1Family,6.0,1959.0,1041.0,1.0,,1.0,6.0,0.0,1.0,270.0,Normal,124500
20.0,75.0,14559.0,1Family,7.0,2000.0,1363.0,1.0,2.0,1.0,6.0,2.0,1.0,288.0,Normal,164900
120.0,40.0,6792.0,Townhouse,5.0,2006.0,1368.0,2.0,2.0,1.0,,1.0,2.0,474.0,Partial,202665
20.0,70.0,9100.0,1Family,5.0,1958.0,864.0,,3.0,1.0,5.0,0.0,2.0,624.0,Normal,129900
20.0,71.0,9187.0,1Family,5.0,1983.0,1080.0,1.0,3.0,1.0,5.0,0.0,2.0,484.0,,134000
45.0,55.0,10594.0,1Family,5.0,,789.0,1.0,2.0,1.0,5.0,0.0,1.0,200.0,Normal,96500
20.0,94.0,12220.0,1Family,5.0,2009.0,2020.0,2.0,3.0,1.0,9.0,1.0,3.0,900.0,Partial,402861
80.0,,10448.0,1Family,6.0,1972.0,2119.0,2.0,3.0,1.0,7.0,1.0,2.0,583.0,Abnormal,158000
60.0,79.0,10208.0,1Family,5.0,1997.0,2344.0,2.0,3.0,1.0,7.0,1.0,3.0,889.0,,265000
60.0,,9531.0,1Family,5.0,1998.0,1796.0,2.0,3.0,1.0,7.0,0.0,2.0,546.0,Normal,211000
70.0,53.0,10918.0,1Family,9.0,2004.0,2080.0,1.0,3.0,1.0,9.0,2.0,1.0,,Normal,234000
190.0,60.0,10800.0,2Family,7.0,2000.0,1294.0,2.0,,2.0,7.0,0.0,0.0,0.0,Normal,106250
20.0,90.0,11988.0,1Family,6.0,1957.0,1244.0,1.0,3.0,1.0,6.0,2.0,1.0,336.0,Normal,150000
50.0,50.0,5000.0,1Family,7.0,1950.0,1664.0,2.0,3.0,,7.0,2.0,2.0,420.0,Normal,159000
60.0,130.0,40094.0,1Family,5.0,2008.0,,3.0,3.0,1.0,11.0,1.0,3.0,,Partial,184750
60.0,,11787.0,1Family,,,2398.0,2.0,3.0,1.0,8.0,1.0,3.0,834.0,Normal,315750
,62.0,7500.0,1Family,5.0,2005.0,1266.0,2.0,3.0,1.0,6.0,1.0,2.0,453.0,Normal,176000
20.0,70.0,13300.0,1Family,7.0,2000.0,928.0,1.0,2.0,1.0,4.0,0.0,1.0,252.0,Normal,132000
60.0,67.0,14948.0,1Family,5.0,2008.0,2713.0,2.0,3.0,1.0,11.0,1.0,3.0,858.0,,446261
30.0,58.0,9098.0,1Family,7.0,2002.0,605.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,Normal,86000
20.0,,32668.0,1Family,3.0,1975.0,2515.0,3.0,4.0,2.0,9.0,2.0,2.0,484.0,Normal,200624
80.0,85.0,10200.0,1Family,5.0,1989.0,1509.0,2.0,3.0,1.0,5.0,1.0,2.0,600.0,Abnormal,175000
70.0,60.0,6155.0,1Family,8.0,1999.0,1362.0,2.0,3.0,1.0,6.0,0.0,2.0,502.0,Normal,128000
20.0,60.0,7200.0,1Family,7.0,2007.0,827.0,1.0,2.0,1.0,5.0,1.0,1.0,392.0,Normal,107500
20.0,50.0,5000.0,1Family,3.0,1950.0,334.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,Normal,39300
60.0,74.0,,1Family,5.0,2004.0,1414.0,2.0,3.0,1.0,6.0,1.0,2.0,403.0,Normal,178000
190.0,70.0,7000.0,2Family,7.0,,1347.0,1.0,3.0,1.0,5.0,0.0,0.0,0.0,Normal,107500
60.0,57.0,8924.0,1Family,5.0,1999.0,1724.0,2.0,3.0,1.0,8.0,0.0,2.0,527.0,Normal,188000
20.0,,12735.0,1Family,5.0,1972.0,864.0,1.0,3.0,1.0,5.0,0.0,2.0,576.0,Normal,111250
20.0,,11553.0,1Family,5.0,1968.0,1159.0,1.0,3.0,1.0,7.0,,,336.0,Normal,158000
20.0,,11423.0,1Family,5.0,2002.0,1601.0,2.0,3.0,1.0,6.0,1.0,2.0,670.0,Normal,272000
20.0,85.0,14601.0,1Family,5.0,2006.0,1838.0,2.0,2.0,1.0,8.0,1.0,3.0,765.0,Normal,315000
60.0,,11000.0,1Family,5.0,2000.0,2285.0,2.0,4.0,1.0,8.0,1.0,3.0,648.0,Normal,248000
20.0,78.0,10140.0,1Family,5.0,1999.0,1680.0,2.0,3.0,,7.0,1.0,2.0,583.0,Normal,213250
120.0,34.0,4058.0,Townhouse,,1998.0,767.0,1.0,1.0,1.0,4.0,0.0,1.0,367.0,Normal,133000
60.0,58.0,17104.0,1Family,5.0,2006.0,1496.0,2.0,3.0,1.0,7.0,1.0,2.0,426.0,Partial,179665
50.0,,13837.0,1Family,5.0,1988.0,2183.0,2.0,4.0,1.0,9.0,0.0,3.0,786.0,Normal,229000
50.0,70.0,8737.0,1Family,7.0,1950.0,1635.0,1.0,3.0,1.0,6.0,1.0,2.0,440.0,Normal,210000
85.0,54.0,7244.0,1Family,7.0,1970.0,768.0,1.0,2.0,1.0,,0.0,2.0,624.0,Normal,129500
20.0,49.0,8235.0,1Family,7.0,1995.0,825.0,1.0,2.0,1.0,4.0,0.0,2.0,720.0,Normal,125000
60.0,75.0,9375.0,1Family,5.0,2004.0,2094.0,2.0,4.0,1.0,8.0,1.0,2.0,615.0,Normal,263000
120.0,53.0,4043.0,Townhouse,6.0,1977.0,1069.0,2.0,2.0,1.0,4.0,0.0,2.0,440.0,Abnormal,140000
20.0,50.0,6000.0,1Family,6.0,1957.0,928.0,1.0,3.0,1.0,5.0,0.0,1.0,288.0,Normal,112500
20.0,87.0,11146.0,1Family,5.0,2006.0,1717.0,2.0,3.0,1.0,7.0,1.0,3.0,908.0,Normal,255500
20.0,67.0,8777.0,1Family,5.0,2003.0,1126.0,2.0,2.0,1.0,5.0,0.0,2.0,520.0,Normal,108000
60.0,85.0,10625.0,1Family,5.0,2004.0,2046.0,2.0,3.0,1.0,8.0,1.0,3.0,871.0,Normal,284000
45.0,58.0,6380.0,1Family,6.0,1950.0,1048.0,1.0,2.0,1.0,5.0,1.0,1.0,280.0,Normal,113000
20.0,69.0,14850.0,1Family,,1957.0,1092.0,1.0,2.0,1.0,6.0,1.0,1.0,299.0,Normal,141000
50.0,60.0,11040.0,1Family,6.0,1950.0,1336.0,1.0,3.0,1.0,7.0,0.0,1.0,570.0,Normal,108000
60.0,57.0,,1Family,5.0,1997.0,1446.0,2.0,3.0,1.0,6.0,1.0,2.0,406.0,Normal,175000
120.0,,3196.0,Townhouse,5.0,2004.0,1557.0,2.0,2.0,1.0,7.0,1.0,2.0,420.0,Normal,234000
,,11341.0,1Family,6.0,1996.0,1392.0,1.0,3.0,1.0,5.0,1.0,,528.0,Normal,121500
20.0,77.0,10010.0,1Family,5.0,1975.0,1389.0,1.0,2.0,1.0,6.0,1.0,2.0,418.0,Normal,170000
30.0,63.0,13907.0,1Family,6.0,1969.0,996.0,1.0,3.0,1.0,6.0,1.0,0.0,0.0,,108000
,66.0,,1Family,7.0,1950.0,,2.0,4.0,1.0,8.0,1.0,2.0,396.0,Normal,185000
,,13346.0,1Family,5.0,2000.0,2295.0,2.0,4.0,,9.0,1.0,2.0,590.0,Normal,268000
70.0,66.0,6858.0,1Family,4.0,1950.0,1647.0,1.0,4.0,1.0,6.0,0.0,1.0,216.0,Normal,128000
60.0,77.0,,1Family,5.0,2007.0,2504.0,2.0,,1.0,11.0,1.0,3.0,656.0,Normal,325000
20.0,70.0,10171.0,1Family,5.0,2004.0,1535.0,2.0,3.0,1.0,7.0,0.0,,532.0,Normal,214000
50.0,79.0,12327.0,,8.0,2009.0,2132.0,1.0,1.0,1.0,5.0,1.0,2.0,,Normal,316600
90.0,,7032.0,Duplex,5.0,1979.0,943.0,1.0,2.0,1.0,4.0,,2.0,600.0,Normal,135960
90.0,,13101.0,Duplex,5.0,1965.0,1728.0,2.0,6.0,2.0,10.0,0.0,2.0,576.0,Normal,142600
20.0,60.0,,1Family,6.0,1959.0,864.0,1.0,2.0,,4.0,0.0,1.0,288.0,Abnormal,120000
60.0,83.0,,1Family,5.0,2009.0,1692.0,2.0,3.0,1.0,6.0,0.0,2.0,650.0,Partial,224500
80.0,76.0,9967.0,1Family,5.0,2000.0,1430.0,2.0,3.0,1.0,8.0,1.0,2.0,400.0,Normal,170000
80.0,70.0,10500.0,1Family,7.0,2005.0,1109.0,1.0,3.0,1.0,5.0,0.0,1.0,288.0,Normal,139000
,80.0,8480.0,1Family,5.0,1950.0,1216.0,1.0,2.0,1.0,6.0,0.0,1.0,336.0,Abnormal,118500
50.0,52.0,6292.0,1Family,7.0,1950.0,1477.0,2.0,3.0,1.0,6.0,,1.0,216.0,Normal,145000
80.0,96.0,11777.0,1Family,6.0,1966.0,1320.0,1.0,3.0,1.0,,2.0,2.0,564.0,Abnormal,164500
160.0,34.0,3604.0,Townhouse,5.0,2007.0,1392.0,2.0,2.0,1.0,5.0,0.0,2.0,540.0,Abnormal,146000
50.0,81.0,12150.0,1Family,5.0,1954.0,1795.0,2.0,4.0,1.0,7.0,0.0,1.0,352.0,Normal,131500
20.0,,14585.0,1Family,6.0,1987.0,1429.0,1.0,3.0,1.0,7.0,2.0,2.0,572.0,Normal,181900
,98.0,12704.0,1Family,5.0,2009.0,2042.0,2.0,3.0,1.0,,1.0,3.0,1390.0,Partial,253293
90.0,81.0,11841.0,Duplex,5.0,1990.0,816.0,1.0,3.0,1.0,5.0,0.0,0.0,0.0,Normal,118500
,75.0,13500.0,1Family,,2000.0,2775.0,3.0,3.0,1.0,9.0,1.0,2.0,880.0,Normal,325000
50.0,51.0,6120.0,1Family,7.0,1995.0,1573.0,1.0,3.0,1.0,6.0,0.0,1.0,240.0,Normal,133000
20.0,88.0,11443.0,1Family,5.0,2006.0,2028.0,2.0,2.0,1.0,7.0,2.0,3.0,880.0,Partial,369900
30.0,55.0,,1Family,7.0,2000.0,838.0,1.0,2.0,1.0,5.0,0.0,1.0,275.0,Normal,130000
85.0,74.0,8740.0,1Family,6.0,,860.0,1.0,2.0,1.0,4.0,0.0,2.0,528.0,Normal,137000
20.0,65.0,25095.0,1Family,8.0,2003.0,1473.0,1.0,1.0,1.0,,2.0,1.0,452.0,Partial,143000
40.0,50.0,9100.0,1Family,6.0,1960.0,935.0,1.0,2.0,,4.0,0.0,1.0,308.0,Normal,79500
60.0,64.0,8320.0,1Family,5.0,2004.0,1582.0,2.0,3.0,1.0,6.0,0.0,2.0,520.0,,185900
60.0,97.0,13478.0,1Family,5.0,2008.0,2296.0,2.0,3.0,1.0,10.0,1.0,3.0,842.0,Normal,451950
20.0,60.0,6600.0,1Family,8.0,2003.0,816.0,1.0,2.0,1.0,4.0,0.0,2.0,816.0,Normal,138000
120.0,,4435.0,,5.0,2003.0,,1.0,1.0,1.0,4.0,0.0,2.0,420.0,Normal,140000
20.0,88.0,7990.0,1Family,6.0,1975.0,924.0,1.0,3.0,1.0,5.0,0.0,1.0,280.0,Normal,110000
20.0,69.0,11302.0,1Family,5.0,2006.0,1826.0,2.0,3.0,1.0,7.0,1.0,3.0,758.0,Partial,319000
70.0,60.0,3600.0,1Family,7.0,1993.0,1368.0,1.0,3.0,1.0,7.0,,1.0,216.0,Normal,114504
,53.0,3922.0,Townhouse,5.0,2007.0,1402.0,0.0,2.0,1.0,7.0,1.0,3.0,648.0,Partial,194201
20.0,80.0,12984.0,1Family,6.0,1977.0,1647.0,2.0,3.0,1.0,7.0,1.0,2.0,621.0,Normal,217500
160.0,24.0,1950.0,,6.0,1980.0,1556.0,2.0,3.0,1.0,6.0,1.0,2.0,452.0,Normal,151000
60.0,74.0,10927.0,1Family,5.0,2005.0,1904.0,2.0,3.0,1.0,8.0,1.0,2.0,736.0,Normal,275000
50.0,50.0,9000.0,1Family,6.0,1950.0,1375.0,1.0,3.0,1.0,6.0,1.0,1.0,544.0,Normal,141000
60.0,80.0,10041.0,1Family,,1992.0,1915.0,2.0,3.0,1.0,8.0,1.0,2.0,506.0,Abnormal,220000
160.0,30.0,3182.0,,5.0,,1200.0,2.0,2.0,1.0,4.0,0.0,2.0,480.0,Normal,151000
20.0,88.0,12803.0,1Family,5.0,2002.0,1494.0,2.0,3.0,1.0,6.0,1.0,,530.0,Normal,221000
60.0,85.0,13600.0,1Family,,1990.0,1986.0,2.0,3.0,1.0,7.0,3.0,2.0,486.0,Normal,205000
20.0,82.0,12464.0,1Family,5.0,1996.0,1040.0,1.0,3.0,1.0,6.0,0.0,2.0,576.0,Normal,152000
20.0,78.0,7800.0,1Family,8.0,,2008.0,,3.0,1.0,8.0,0.0,1.0,230.0,Normal,225000
70.0,78.0,12168.0,1Family,6.0,,3194.0,2.0,4.0,1.0,10.0,2.0,2.0,380.0,Normal,359100
20.0,61.0,7943.0,1Family,5.0,1961.0,1029.0,1.0,3.0,1.0,5.0,0.0,1.0,261.0,Normal,118500
60.0,,11050.0,1Family,5.0,2000.0,2153.0,2.0,3.0,1.0,8.0,2.0,3.0,736.0,Normal,313000
80.0,,10395.0,1Family,6.0,1978.0,1032.0,2.0,3.0,1.0,6.0,1.0,2.0,564.0,Normal,148000
60.0,,11885.0,1Family,5.0,,1872.0,2.0,3.0,1.0,7.0,1.0,2.0,531.0,Normal,261500
,70.0,8402.0,1Family,5.0,2007.0,1120.0,1.0,3.0,1.0,6.0,0.0,0.0,0.0,Partial,147000
180.0,21.0,1491.0,,6.0,1972.0,630.0,1.0,,1.0,3.0,0.0,0.0,0.0,Normal,75500
85.0,80.0,8800.0,1Family,,1963.0,1054.0,1.0,3.0,1.0,6.0,0.0,2.0,480.0,Abnormal,137500
60.0,,7861.0,1Family,5.0,2003.0,1509.0,2.0,,1.0,7.0,1.0,2.0,393.0,Normal,183200
45.0,59.0,7227.0,1Family,6.0,1954.0,832.0,1.0,2.0,,4.0,0.0,2.0,528.0,Normal,105500
20.0,90.0,11694.0,1Family,,2007.0,,2.0,3.0,1.0,9.0,1.0,3.0,774.0,Partial,314813
60.0,85.0,12244.0,1Family,5.0,2003.0,2262.0,2.0,4.0,1.0,10.0,2.0,3.0,749.0,Normal,305000
30.0,,8248.0,1Family,3.0,1950.0,864.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,Normal,67000
60.0,90.0,,1Family,7.0,1997.0,2614.0,2.0,4.0,1.0,9.0,1.0,2.0,624.0,Normal,240000
20.0,71.0,7064.0,1Family,6.0,1977.0,980.0,1.0,3.0,1.0,6.0,,2.0,484.0,Normal,135000
160.0,,2117.0,Townhouse,5.0,2000.0,1512.0,2.0,2.0,1.0,4.0,1.0,2.0,440.0,Normal,168500
60.0,80.0,10400.0,1Family,5.0,1972.0,1790.0,1.0,4.0,1.0,8.0,1.0,2.0,484.0,Normal,165150
20.0,87.0,10000.0,1Family,6.0,1962.0,1116.0,1.0,3.0,1.0,5.0,0.0,2.0,440.0,Normal,160000
20.0,,12342.0,1Family,5.0,1978.0,1422.0,1.0,3.0,1.0,6.0,1.0,1.0,286.0,Normal,139900
,80.0,9600.0,1Family,6.0,1972.0,1520.0,1.0,3.0,1.0,7.0,2.0,1.0,364.0,Normal,153000
60.0,70.0,11606.0,1Family,5.0,1969.0,2080.0,1.0,5.0,1.0,9.0,2.0,2.0,504.0,,135000
80.0,82.0,9020.0,1Family,5.0,1964.0,1350.0,1.0,3.0,1.0,6.0,0.0,2.0,520.0,Normal,168500
70.0,50.0,9000.0,1Family,6.0,1991.0,1750.0,1.0,3.0,1.0,8.0,0.0,1.0,240.0,Abnormal,124000
120.0,34.0,4590.0,Townhouse,5.0,2006.0,1554.0,2.0,2.0,1.0,6.0,1.0,2.0,627.0,Normal,209500
20.0,85.0,11900.0,1Family,5.0,1977.0,,2.0,3.0,,6.0,1.0,2.0,544.0,Partial,82500
20.0,80.0,9250.0,1Family,7.0,2005.0,1056.0,1.0,,1.0,,0.0,1.0,260.0,Normal,139400
90.0,64.0,6979.0,Duplex,5.0,1980.0,1056.0,0.0,0.0,2.0,4.0,0.0,2.0,576.0,,144000
190.0,,10896.0,2Family,7.0,1995.0,3395.0,2.0,8.0,2.0,14.0,0.0,0.0,0.0,,200000
30.0,51.0,6120.0,1Family,3.0,1950.0,800.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,Normal,60000
190.0,50.0,6000.0,2Family,4.0,1954.0,1387.0,2.0,3.0,2.0,7.0,0.0,1.0,256.0,Normal,93000
30.0,67.0,8777.0,1Family,7.0,1950.0,796.0,1.0,2.0,1.0,,0.0,0.0,0.0,Normal,85000
120.0,53.0,3982.0,Townhouse,5.0,2006.0,1567.0,2.0,1.0,1.0,7.0,1.0,3.0,648.0,Partial,264561
120.0,62.0,12677.0,Townhouse,5.0,2004.0,1518.0,1.0,1.0,1.0,6.0,1.0,2.0,588.0,Normal,274000
60.0,,7050.0,1Family,5.0,,1929.0,2.0,3.0,1.0,7.0,1.0,2.0,650.0,Normal,226000
80.0,75.0,13860.0,1Family,7.0,1995.0,2704.0,2.0,,1.0,9.0,3.0,2.0,538.0,,345000
60.0,80.0,10793.0,1Family,5.0,1969.0,1620.0,2.0,4.0,1.0,7.0,,2.0,462.0,Normal,152000
20.0,,9187.0,1Family,5.0,2009.0,1766.0,2.0,2.0,1.0,7.0,1.0,3.0,478.0,,370878
20.0,,10530.0,1Family,5.0,1971.0,981.0,,3.0,1.0,5.0,0.0,2.0,576.0,Normal,143250
20.0,60.0,7200.0,,5.0,1950.0,1048.0,1.0,3.0,1.0,7.0,0.0,2.0,420.0,Normal,98300
20.0,85.0,10452.0,1Family,5.0,1953.0,1094.0,1.0,3.0,1.0,5.0,2.0,2.0,495.0,Normal,155000
60.0,70.0,7700.0,1Family,5.0,1966.0,1839.0,1.0,4.0,1.0,7.0,1.0,2.0,442.0,Normal,155000
180.0,21.0,1936.0,Townhouse,6.0,1970.0,630.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,Normal,84500
60.0,65.0,8125.0,1Family,6.0,2007.0,1665.0,2.0,3.0,1.0,7.0,0.0,2.0,562.0,Normal,205950
70.0,60.0,9084.0,1Family,5.0,1950.0,1510.0,,4.0,1.0,7.0,1.0,1.0,296.0,Normal,108000
,70.0,8750.0,1Family,5.0,1996.0,1716.0,2.0,2.0,1.0,7.0,1.0,2.0,512.0,Normal,191000
50.0,60.0,10320.0,1Family,7.0,1995.0,,1.0,3.0,1.0,7.0,0.0,1.0,216.0,,135000
20.0,91.0,10437.0,1Family,6.0,1995.0,2113.0,2.0,2.0,1.0,7.0,1.0,3.0,839.0,Normal,350000
160.0,21.0,1680.0,Townhouse,5.0,1971.0,1092.0,1.0,3.0,1.0,6.0,0.0,1.0,264.0,Partial,88000
